Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
How You Gonna See Me Now,Alice Cooper,3:55,4,0.544,0.336,5,-14.413,1,0.038,0.458,0.00000348,0.133,0.298,136.516,43,1979
Heaven Must Have Sent You,Bonnie Pointer,2:32,4,0.656,0.523,2,-9.341,0,0.0287,0.305,0.00000142,0.102,0.68,139,43,1979
Somewhere In The Night,Barry Manilow,3:27,4,0.319,0.407,2,-9.566,0,0.0261,0.31,0.0011,0.346,0.347,80.883,42,1979
Ain’t No Stoppin’ Us Now,McFadden & Whitehead,2:47,4,0.617,0.722,5,-4.935,1,0.0328,0.0387,0.131,0.178,0.423,123.98,41,1979
Don’t Bring Me Down,Electric Light Orchestra,3:16,4,0.53,0.789,10,-5.662,1,0.046,0.357,0.0836,0.121,0.784,116.82,40,1979
Chuck E.’S In Love,Rickie Lee Jones,3:29,4,0.792,0.267,9,-16.974,1,0.103,0.284,0,0.144,0.718,113.402,40,1979
Disco Nights (ROCK-FREAK),GQ,5:54,4,0.798,0.528,5,-12.228,0,0.0531,0.0116,0.00379,0.0446,0.898,122.61,39,1979
A Little More Love,Olivia Newton-John,3:27,4,0.717,0.414,8,-14.855,1,0.0364,0.029,0.00944,0.0865,0.494,100.178,39,1979
In The Navy,Village People,3:45,4,0.759,0.889,7,-10.592,0,0.0502,0.125,0,0.041,0.886,126.201,38,1979
Mama Can’t Buy You Love,Elton John,4:04,4,0.529,0.432,5,-14.245,1,0.0333,0.524,0,0.115,0.555,94.382,36,1979
Goodnight Tonight,Paul McCartney & Wings,4:20,4,0.748,0.683,1,-9.885,0,0.0466,0.0566,0.000639,0.0809,0.943,123.385,35,1979
We’ve Got Tonight,Bob Seger & The Silver Bullet Band,3:35,4,0.379,0.387,8,-9.283,1,0.0278,0.757,0,0.103,0.222,61.53,26,1979
The Main Event/Fight,Barbra Streisand,4:53,4,0.647,0.875,7,-8.503,1,0.0431,0.0502,0,0.172,0.684,137.392,25,1979
He’s The Greatest Dancer,Sister Sledge,6:15,4,0.7,0.815,7,-9.711,0,0.044,0.00115,0.00124,0.0901,0.837,113.245,14,1979
Don’t Cry Out Loud,Melissa Manchester,2:15,4,0.298,0.252,0,-8.95,1,0.0339,0.901,0.00000858,0.127,0.193,90.955,9,1979
When You’re In Love With A Beautiful Woman,Dr. Hook,2:54,4,0.665,0.663,8,-11.367,1,0.0386,0.485,0.00682,0.157,0.792,110.656,7,1979
I’ll Never Love This Way Again,Dionne Warwick,2:58,4,0.452,0.434,8,-8.87,1,0.0399,0.792,0.0139,0.165,0.247,137.702,5,1979
Dim All The Nights,Donna Summer,4:08,4,0.758,0.54,7,-10.911,1,0.0385,0.0551,0,0.0343,0.661,121.581,0,1979
